allGaps,gapPerc,ko,loc,shannon Score,start,end
0,0.9948717948717949,K00927,46,0.04639138357369903,1614,1901
0,0.9948717948717949,K00927,47,0.05151958870190415,1614,1901
0,0.9923076923076923,K00927,48,0.07726509419092659,1614,1901
0,0.9923076923076923,K00927,49,0.07726509419092659,1614,1901
0,0.9923076923076923,K00927,50,0.07726509419092659,1614,1901
0,0.9923076923076923,K00927,51,0.07213688906272146,1614,1901
0,0.9923076923076923,K00927,52,0.07213688906272146,1614,1901
0,0.9923076923076923,K00927,53,0.07726509419092659,1614,1901
0,0.9871794871794872,K00927,54,0.11847099400814518,1614,1901
0,0.9871794871794872,K00927,55,0.12359919913635031,1614,1901
0,0.9871794871794872,K00927,56,0.11653538502823883,1614,1901
0,0.9846153846153847,K00927,57,0.13712393482887358,1614,1901
0,0.9846153846153847,K00927,58,0.13712393482887358,1614,1901
0,0.9846153846153847,K00927,59,0.1422521399570787,1614,1901
0,0.982051282051282,K00927,60,0.15576724225836588,1614,1901
0,0.982051282051282,K00927,61,0.1503829718221867,1614,1901
0,0.982051282051282,K00927,62,0.16283105636647735,1614,1901
0,0.9769230769230769,K00927,63,0.19883168314161287,1614,1901
0,0.9769230769230769,K00927,64,0.20202427928991168,1614,1901
0,0.9769230769230769,K00927,65,0.1966400088537325,1614,1901
0,0.9641025641025641,K00927,66,0.2869924158333072,1614,1901
0,0.9641025641025641,K00927,67,0.2797798286735459,1614,1901
0,0.9641025641025641,K00927,68,0.2922279132178365,1614,1901
0,0.958974358974359,K00927,69,0.33515552279470573,1614,1901
0,0.958974358974359,K00927,70,0.3210278945784828,1614,1901
0,0.958974358974359,K00927,71,0.32641216501466197,1614,1901
0,0.9538461538461539,K00927,72,0.3507229990405988,1614,1901
0,0.9538461538461539,K00927,73,0.3529809080694096,1614,1901
0,0.9538461538461539,K00927,74,0.36004472217752115,1614,1901
0,0.9974358974358974,K00927,75,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,76,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,77,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,78,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,79,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,80,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,81,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,82,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,83,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,84,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,85,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,86,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,87,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,88,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,89,0.02576454913517821,1614,1901
0,0.9487179487179487,K00927,90,0.38317704272856146,1614,1901
0,0.9487179487179487,K00927,91,0.39238051544215147,1614,1901
0,0.9487179487179487,K00927,92,0.3810158910689987,1614,1901
0,0.9256410256410257,K00927,93,0.5224299026822022,1614,1901
0,0.9256410256410257,K00927,94,0.5328616862532607,1614,1901
0,0.9256410256410257,K00927,95,0.5194126798485517,1614,1901
0,0.9,K00927,96,0.6300920977366564,1614,1901
0,0.9,K00927,97,0.6338884441836398,1614,1901
0,0.9,K00927,98,0.6621917939331681,1614,1901
1,1.0,K00927,99,-0.0,1614,1901
1,1.0,K00927,100,-0.0,1614,1901
1,1.0,K00927,101,-0.0,1614,1901
0,0.8487179487179487,K00927,102,0.8878759860328272,1614,1901
0,0.8487179487179487,K00927,103,0.8963801002633914,1614,1901
0,0.8487179487179487,K00927,104,0.9165915955926859,1614,1901
0,0.9974358974358974,K00927,105,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,106,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,107,0.02576454913517821,1614,1901
0,0.6076923076923076,K00927,108,1.4956829190885053,1614,1901
0,0.6076923076923076,K00927,109,1.4209420458757611,1614,1901
0,0.6076923076923076,K00927,110,1.44963161447513,1614,1901
1,1.0,K00927,111,-0.0,1614,1901
1,1.0,K00927,112,-0.0,1614,1901
1,1.0,K00927,113,-0.0,1614,1901
0,0.5794871794871795,K00927,114,1.8220323173270678,1614,1901
0,0.5794871794871795,K00927,115,1.6477340286740785,1614,1901
0,0.5794871794871795,K00927,116,1.8510995183075896,1614,1901
0,0.9974358974358974,K00927,117,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,118,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,119,0.02576454913517821,1614,1901
0,0.5358974358974359,K00927,120,1.8074230457752,1614,1901
0,0.5358974358974359,K00927,121,1.612450478491266,1614,1901
0,0.5358974358974359,K00927,122,1.9682725492483706,1614,1901
0,0.9974358974358974,K00927,123,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,124,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,125,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,126,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,127,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,128,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,129,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,130,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,131,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,132,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,133,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,134,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,135,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,136,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,137,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,138,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,139,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,140,0.02576454913517821,1614,1901
0,0.5282051282051282,K00927,141,1.7149349449207265,1614,1901
0,0.5282051282051282,K00927,142,1.8143269642841524,1614,1901
0,0.5282051282051282,K00927,143,1.9460594882303641,1614,1901
1,1.0,K00927,144,-0.0,1614,1901
1,1.0,K00927,145,-0.0,1614,1901
1,1.0,K00927,146,-0.0,1614,1901
0,0.5205128205128206,K00927,147,1.6074434815084504,1614,1901
0,0.5205128205128206,K00927,148,1.7475016668050953,1614,1901
0,0.5205128205128206,K00927,149,2.0062459141599214,1614,1901
0,0.9974358974358974,K00927,150,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,151,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,152,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,153,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,154,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,155,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,156,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,157,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,158,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,159,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,160,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,161,0.02576454913517821,1614,1901
0,0.5153846153846153,K00927,162,1.8830627032587448,1614,1901
0,0.5153846153846153,K00927,163,1.0454568421446038,1614,1901
0,0.5153846153846153,K00927,164,1.9780849184683702,1614,1901
0,0.5102564102564102,K00927,165,1.924712493888302,1614,1901
0,0.5102564102564102,K00927,166,1.8218997383634723,1614,1901
0,0.5102564102564102,K00927,167,1.951635751149753,1614,1901
0,0.9974358974358974,K00927,168,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,169,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,170,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,171,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,172,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,173,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,174,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,175,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,176,0.02576454913517821,1614,1901
1,1.0,K00927,177,-0.0,1614,1901
1,1.0,K00927,178,-0.0,1614,1901
1,1.0,K00927,179,-0.0,1614,1901
1,1.0,K00927,180,-0.0,1614,1901
1,1.0,K00927,181,-0.0,1614,1901
1,1.0,K00927,182,-0.0,1614,1901
1,1.0,K00927,183,-0.0,1614,1901
1,1.0,K00927,184,-0.0,1614,1901
1,1.0,K00927,185,-0.0,1614,1901
1,1.0,K00927,186,-0.0,1614,1901
1,1.0,K00927,187,-0.0,1614,1901
1,1.0,K00927,188,-0.0,1614,1901
0,0.5051282051282051,K00927,189,1.3687067857132653,1614,1901
0,0.5051282051282051,K00927,190,1.2850043080524904,1614,1901
0,0.5051282051282051,K00927,191,1.815433083978035,1614,1901
0,0.5,K00927,192,1.9832086242164593,1614,1901
0,0.5,K00927,193,1.2835006721077746,1614,1901
0,0.5,K00927,194,2.027554276398047,1614,1901
1,1.0,K00927,195,-0.0,1614,1901
1,1.0,K00927,196,-0.0,1614,1901
1,1.0,K00927,197,-0.0,1614,1901
1,1.0,K00927,198,-0.0,1614,1901
1,1.0,K00927,199,-0.0,1614,1901
1,1.0,K00927,200,-0.0,1614,1901
0,0.9794871794871794,K00927,201,0.1660800898676032,1614,1901
0,0.9794871794871794,K00927,202,0.14431028218639022,1614,1901
0,0.9794871794871794,K00927,203,0.16482310269921074,1614,1901
0,0.9794871794871794,K00927,204,0.15546032204689478,1614,1901
0,0.9794871794871794,K00927,205,0.1709522296878343,1614,1901
0,0.9794871794871794,K00927,206,0.1709522296878343,1614,1901
0,0.9974358974358974,K00927,207,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,208,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,209,0.02576454913517821,1614,1901
0,0.9564102564102565,K00927,210,0.3341229574542165,1614,1901
0,0.9564102564102565,K00927,211,0.33982952793930027,1614,1901
0,0.9564102564102565,K00927,212,0.31612411127818096,1614,1901
0,0.9205128205128205,K00927,213,0.5404353765555463,1614,1901
0,0.9205128205128205,K00927,214,0.5246865165235389,1614,1901
0,0.9205128205128205,K00927,215,0.550891369104799,1614,1901
0,0.9307692307692308,K00927,216,0.4795272464273871,1614,1901
0,0.9307692307692308,K00927,217,0.47521804646429655,1614,1901
0,0.9307692307692308,K00927,218,0.4996170871567356,1614,1901
0,0.9256410256410257,K00927,219,0.45912396196052474,1614,1901
0,0.9256410256410257,K00927,220,0.4831960831062533,1614,1901
0,0.9256410256410257,K00927,221,0.5134350418356879,1614,1901
0,0.5128205128205128,K00927,222,1.5462176799289984,1614,1901
0,0.5128205128205128,K00927,223,1.3892630845928728,1614,1901
0,0.5128205128205128,K00927,224,1.8925648935954975,1614,1901
0,0.9615384615384616,K00927,225,0.2751518662435335,1614,1901
0,0.9615384615384616,K00927,226,0.2953013291920558,1614,1901
0,0.9615384615384616,K00927,227,0.2941516342799875,1614,1901
0,0.49743589743589745,K00927,228,1.9788639915303614,1614,1901
0,0.49743589743589745,K00927,229,1.2767337466864115,1614,1901
0,0.49743589743589745,K00927,230,1.9986327407306854,1614,1901
1,1.0,K00927,231,-0.0,1614,1901
1,1.0,K00927,232,-0.0,1614,1901
1,1.0,K00927,233,-0.0,1614,1901
1,1.0,K00927,234,-0.0,1614,1901
1,1.0,K00927,235,-0.0,1614,1901
1,1.0,K00927,236,-0.0,1614,1901
1,1.0,K00927,237,-0.0,1614,1901
1,1.0,K00927,238,-0.0,1614,1901
1,1.0,K00927,239,-0.0,1614,1901
1,1.0,K00927,240,-0.0,1614,1901
1,1.0,K00927,241,-0.0,1614,1901
1,1.0,K00927,242,-0.0,1614,1901
1,1.0,K00927,243,-0.0,1614,1901
1,1.0,K00927,244,-0.0,1614,1901
1,1.0,K00927,245,-0.0,1614,1901
0,0.49743589743589745,K00927,246,1.9615270822802549,1614,1901
0,0.49743589743589745,K00927,247,1.7870209207279397,1614,1901
0,0.49743589743589745,K00927,248,1.997309716277306,1614,1901
0,0.49743589743589745,K00927,249,1.2793194267385357,1614,1901
0,0.49743589743589745,K00927,250,1.3325333493052525,1614,1901
0,0.49743589743589745,K00927,251,1.921896362027871,1614,1901
0,0.4948717948717949,K00927,252,1.3256920747046381,1614,1901
0,0.4948717948717949,K00927,253,1.2459271539469403,1614,1901
0,0.4948717948717949,K00927,254,1.597377726815564,1614,1901
0,0.4948717948717949,K00927,255,1.5734909491302884,1614,1901
0,0.4948717948717949,K00927,256,1.6197553257491062,1614,1901
0,0.4948717948717949,K00927,257,1.9590728421637562,1614,1901
0,0.4948717948717949,K00927,258,1.190152985247345,1614,1901
0,0.4948717948717949,K00927,259,1.292712759855231,1614,1901
0,0.4948717948717949,K00927,260,1.9916585952829142,1614,1901
0,0.49230769230769234,K00927,261,1.6788158309508858,1614,1901
0,0.49230769230769234,K00927,262,0.9998292601233936,1614,1901
0,0.49230769230769234,K00927,263,1.9624814606629502,1614,1901
0,0.49230769230769234,K00927,264,1.7452097330210898,1614,1901
0,0.49230769230769234,K00927,265,1.1146755053361468,1614,1901
0,0.49230769230769234,K00927,266,1.9287123982367165,1614,1901
0,0.49230769230769234,K00927,267,1.2775870105086276,1614,1901
0,0.49230769230769234,K00927,268,0.9998292601233936,1614,1901
0,0.49230769230769234,K00927,269,1.9512620378716938,1614,1901
0,0.49230769230769234,K00927,270,1.4348204576405854,1614,1901
0,0.49230769230769234,K00927,271,1.7796552951985634,1614,1901
0,0.49230769230769234,K00927,272,1.9583161001005513,1614,1901
0,0.4897435897435897,K00927,273,0.9996964531264978,1614,1901
0,0.4897435897435897,K00927,274,0.9996964531264978,1614,1901
0,0.4897435897435897,K00927,275,1.5300617413236122,1614,1901
0,0.4897435897435897,K00927,276,1.6180806428882542,1614,1901
0,0.4897435897435897,K00927,277,1.086095344484053,1614,1901
0,0.4897435897435897,K00927,278,1.8175142664922346,1614,1901
0,0.4897435897435897,K00927,279,0.9996964531264978,1614,1901
0,0.4897435897435897,K00927,280,0.9996964531264978,1614,1901
0,0.4897435897435897,K00927,281,1.4793278736479174,1614,1901
0,0.4897435897435897,K00927,282,1.1801202677013383,1614,1901
0,0.4897435897435897,K00927,283,1.1870804541107591,1614,1901
0,0.4897435897435897,K00927,284,1.9163673610764926,1614,1901
0,0.4897435897435897,K00927,285,1.0229674498250194,1614,1901
0,0.4897435897435897,K00927,286,1.0229674498250194,1614,1901
0,0.4897435897435897,K00927,287,1.9242603085478023,1614,1901
0,0.4897435897435897,K00927,288,1.952433894252641,1614,1901
0,0.4897435897435897,K00927,289,1.2693239970978945,1614,1901
0,0.4897435897435897,K00927,290,1.8720499186829194,1614,1901
0,0.9948717948717949,K00927,291,0.05151958870190415,1614,1901
0,0.9948717948717949,K00927,292,0.04639138357369903,1614,1901
0,0.9948717948717949,K00927,293,0.05151958870190415,1614,1901
0,0.9974358974358974,K00927,294,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,295,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,296,0.02576454913517821,1614,1901
0,0.9923076923076923,K00927,297,0.07213688906272146,1614,1901
0,0.9923076923076923,K00927,298,0.07213688906272146,1614,1901
0,0.9923076923076923,K00927,299,0.07213688906272146,1614,1901
1,1.0,K00927,300,-0.0,1614,1901
1,1.0,K00927,301,-0.0,1614,1901
1,1.0,K00927,302,-0.0,1614,1901
0,0.9897435897435898,K00927,303,0.09787283583812592,1614,1901
0,0.9897435897435898,K00927,304,0.09080902173001446,1614,1901
0,0.9897435897435898,K00927,305,0.09787283583812592,1614,1901
0,0.49230769230769234,K00927,306,1.640607501029351,1614,1901
0,0.49230769230769234,K00927,307,1.3205929074290799,1614,1901
0,0.49230769230769234,K00927,308,1.996007381248054,1614,1901
0,0.9871794871794872,K00927,309,0.0989590953557431,1614,1901
0,0.9871794871794872,K00927,310,0.12359919913635029,1614,1901
0,0.9871794871794872,K00927,311,0.11847099400814516,1614,1901
0,0.9948717948717949,K00927,312,0.05151958870190415,1614,1901
0,0.9948717948717949,K00927,313,0.05151958870190415,1614,1901
0,0.9948717948717949,K00927,314,0.05151958870190415,1614,1901
0,0.9948717948717949,K00927,315,0.05151958870190415,1614,1901
0,0.9948717948717949,K00927,316,0.05151958870190415,1614,1901
0,0.9948717948717949,K00927,317,0.05151958870190415,1614,1901
0,0.9948717948717949,K00927,318,0.05151958870190415,1614,1901
0,0.9948717948717949,K00927,319,0.05151958870190415,1614,1901
0,0.9948717948717949,K00927,320,0.05151958870190415,1614,1901
1,1.0,K00927,321,-0.0,1614,1901
1,1.0,K00927,322,-0.0,1614,1901
1,1.0,K00927,323,-0.0,1614,1901
1,1.0,K00927,324,-0.0,1614,1901
1,1.0,K00927,325,-0.0,1614,1901
1,1.0,K00927,326,-0.0,1614,1901
0,0.9871794871794872,K00927,327,0.11847099400814518,1614,1901
0,0.9871794871794872,K00927,328,0.1082145837517349,1614,1901
0,0.9871794871794872,K00927,329,0.12359919913635029,1614,1901
0,0.5,K00927,330,1.562520808812415,1614,1901
0,0.5,K00927,331,1.488044659219875,1614,1901
0,0.5,K00927,332,1.9662069189940026,1614,1901
0,0.9948717948717949,K00927,333,0.05151958870190415,1614,1901
0,0.9948717948717949,K00927,334,0.05151958870190415,1614,1901
0,0.9948717948717949,K00927,335,0.05151958870190415,1614,1901
0,0.9974358974358974,K00927,336,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,337,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,338,0.02576454913517821,1614,1901
0,0.9794871794871794,K00927,339,0.18340031423212494,1614,1901
0,0.9794871794871794,K00927,340,0.16388841557972283,1614,1901
0,0.9794871794871794,K00927,341,0.18340031423212494,1614,1901
0,0.8538461538461538,K00927,342,0.8564228155943246,1614,1901
0,0.8538461538461538,K00927,343,0.8115259566088711,1614,1901
0,0.8538461538461538,K00927,344,0.8860652330495873,1614,1901
1,1.0,K00927,345,-0.0,1614,1901
1,1.0,K00927,346,-0.0,1614,1901
1,1.0,K00927,347,-0.0,1614,1901
1,1.0,K00927,348,-0.0,1614,1901
1,1.0,K00927,349,-0.0,1614,1901
1,1.0,K00927,350,-0.0,1614,1901
1,1.0,K00927,351,-0.0,1614,1901
1,1.0,K00927,352,-0.0,1614,1901
1,1.0,K00927,353,-0.0,1614,1901
1,1.0,K00927,354,-0.0,1614,1901
1,1.0,K00927,355,-0.0,1614,1901
1,1.0,K00927,356,-0.0,1614,1901
0,0.49230769230769234,K00927,357,1.5205888242111254,1614,1901
0,0.49230769230769234,K00927,358,1.5520801519921539,1614,1901
0,0.49230769230769234,K00927,359,1.9043752083391594,1614,1901
0,0.9974358974358974,K00927,360,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,361,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,362,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,363,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,364,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,365,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,366,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,367,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,368,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,369,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,370,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,371,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,372,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,373,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,374,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,375,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,376,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,377,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,378,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,379,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,380,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,381,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,382,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,383,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,384,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,385,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,386,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,387,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,388,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,389,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,390,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,391,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,392,0.02576454913517821,1614,1901
0,0.9871794871794872,K00927,393,0.1082145837517349,1614,1901
0,0.9871794871794872,K00927,394,0.1082145837517349,1614,1901
0,0.9871794871794872,K00927,395,0.11847099400814518,1614,1901
0,0.9692307692307692,K00927,396,0.21823565399463868,1614,1901
0,0.9692307692307692,K00927,397,0.21823565399463868,1614,1901
0,0.9692307692307692,K00927,398,0.24596106166722054,1614,1901
0,0.9948717948717949,K00927,399,0.05151958870190415,1614,1901
0,0.9948717948717949,K00927,400,0.04639138357369903,1614,1901
0,0.9948717948717949,K00927,401,0.05151958870190415,1614,1901
0,0.9948717948717949,K00927,402,0.05151958870190415,1614,1901
0,0.9948717948717949,K00927,403,0.04639138357369903,1614,1901
0,0.9948717948717949,K00927,404,0.04639138357369903,1614,1901
0,0.982051282051282,K00927,405,0.15451025508997343,1614,1901
0,0.982051282051282,K00927,406,0.1503829718221867,1614,1901
0,0.982051282051282,K00927,407,0.16476666534638368,1614,1901
0,0.9615384615384616,K00927,408,0.308601562545115,1614,1901
0,0.9615384615384616,K00927,409,0.3055577394484661,1614,1901
0,0.9615384615384616,K00927,410,0.31079323683299537,1614,1901
0,0.48717948717948717,K00927,411,1.8286386944422395,1614,1901
0,0.48717948717948717,K00927,412,1.8260948874825729,1614,1901
0,0.48717948717948717,K00927,413,1.9872494824956919,1614,1901
0,0.9948717948717949,K00927,414,0.05151958870190415,1614,1901
0,0.9948717948717949,K00927,415,0.04639138357369903,1614,1901
0,0.9948717948717949,K00927,416,0.04639138357369903,1614,1901
0,0.9948717948717949,K00927,417,0.05151958870190415,1614,1901
0,0.9948717948717949,K00927,418,0.05151958870190415,1614,1901
0,0.9948717948717949,K00927,419,0.05151958870190415,1614,1901
0,0.9974358974358974,K00927,420,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,421,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,422,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,423,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,424,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,425,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,426,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,427,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,428,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,429,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,430,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,431,0.02576454913517821,1614,1901
0,0.48205128205128206,K00927,432,1.523695888564809,1614,1901
0,0.48205128205128206,K00927,433,1.0223967392820197,1614,1901
0,0.48205128205128206,K00927,434,1.905474334917511,1614,1901
0,0.4794871794871795,K00927,435,1.5623149303281307,1614,1901
0,0.4794871794871795,K00927,436,1.5177501236947273,1614,1901
0,0.4794871794871795,K00927,437,1.895088676541195,1614,1901
0,0.47692307692307695,K00927,438,1.519796479040774,1614,1901
0,0.47692307692307695,K00927,439,1.4328655921482416,1614,1901
0,0.47692307692307695,K00927,440,1.7893170179488072,1614,1901
0,0.47435897435897434,K00927,441,1.3372435568621306,1614,1901
0,0.47435897435897434,K00927,442,1.4457187018488038,1614,1901
0,0.47435897435897434,K00927,443,1.7768500216583045,1614,1901
0,0.47435897435897434,K00927,444,1.6424011491489274,1614,1901
0,0.47435897435897434,K00927,445,1.7280420625782762,1614,1901
0,0.47435897435897434,K00927,446,1.9116972809224935,1614,1901
0,0.9974358974358974,K00927,447,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,448,0.02576454913517821,1614,1901
0,0.9974358974358974,K00927,449,0.02576454913517821,1614,1901
0,0.47435897435897434,K00927,450,1.2872800554242536,1614,1901
0,0.47435897435897434,K00927,451,1.071004774974015,1614,1901
0,0.47435897435897434,K00927,452,1.9422435747289049,1614,1901
0,0.47435897435897434,K00927,453,1.4557947332282875,1614,1901
0,0.47435897435897434,K00927,454,0.9981021327390103,1614,1901
0,0.47435897435897434,K00927,455,1.7565992193934297,1614,1901
