"id","spanning","ko","basePerc","contigID"
"contig00041","True","K00927","0.6968641114982579","K00927:contig00041"
"contig00042","True","K00927","0.6968641114982579","K00927:contig00042"
"contig00043","True","K00927","0.6968641114982579","K00927:contig00043"
"contig00044","True","K00927","0.6968641114982579","K00927:contig00044"
"contig00045","True","K00927","0.6968641114982579","K00927:contig00045"
"contig00046","True","K00927","0.6968641114982579","K00927:contig00046"
"contig00047","True","K00927","0.6968641114982579","K00927:contig00047"
"contig00048","True","K00927","0.6968641114982579","K00927:contig00048"
"contig00049","True","K00927","0.6968641114982579","K00927:contig00049"
"contig00050","True","K00927","0.6968641114982579","K00927:contig00050"
"contig00051","True","K00927","0.6968641114982579","K00927:contig00051"
"contig00052","True","K00927","0.6968641114982579","K00927:contig00052"
"contig00053","True","K00927","0.6968641114982579","K00927:contig00053"
"contig00054","True","K00927","0.7909407665505227","K00927:contig00054"
"contig00055","True","K00927","0.6968641114982579","K00927:contig00055"
"contig00056","True","K00927","0.6968641114982579","K00927:contig00056"
"contig00057","True","K00927","0.6968641114982579","K00927:contig00057"
"contig00058","True","K00927","0.6167247386759582","K00927:contig00058"
"contig00060","True","K00927","0.6968641114982579","K00927:contig00060"
"contig00061","True","K00927","0.6968641114982579","K00927:contig00061"
"contig00062","True","K00927","0.6968641114982579","K00927:contig00062"
"contig00063","True","K00927","0.6968641114982579","K00927:contig00063"
"contig00064","True","K00927","0.6968641114982579","K00927:contig00064"
"contig00065","True","K00927","0.6968641114982579","K00927:contig00065"
"contig00066","True","K00927","0.6968641114982579","K00927:contig00066"
"contig00067","True","K00927","0.6968641114982579","K00927:contig00067"
"contig00068","True","K00927","0.6968641114982579","K00927:contig00068"
"contig00069","True","K00927","0.6968641114982579","K00927:contig00069"
"contig00070","True","K00927","0.6968641114982579","K00927:contig00070"
"contig00071","True","K00927","0.6968641114982579","K00927:contig00071"
"contig00072","True","K00927","0.6968641114982579","K00927:contig00072"
"contig00073","True","K00927","0.6968641114982579","K00927:contig00073"
"contig00074","True","K00927","0.6968641114982579","K00927:contig00074"
"contig00075","True","K00927","0.6968641114982579","K00927:contig00075"
"contig00076","True","K00927","0.6968641114982579","K00927:contig00076"
"contig00077","True","K00927","0.6968641114982579","K00927:contig00077"
"contig00078","True","K00927","0.6968641114982579","K00927:contig00078"
"contig00079","True","K00927","0.6968641114982579","K00927:contig00079"
"contig00080","True","K00927","0.6968641114982579","K00927:contig00080"
"contig00081","True","K00927","0.6968641114982579","K00927:contig00081"
"contig00082","True","K00927","0.6968641114982579","K00927:contig00082"
"contig00083","True","K00927","0.6968641114982579","K00927:contig00083"
"contig00084","True","K00927","0.6968641114982579","K00927:contig00084"
"contig00085","True","K00927","0.6968641114982579","K00927:contig00085"
"contig00086","True","K00927","0.6968641114982579","K00927:contig00086"
"contig00087","True","K00927","0.6968641114982579","K00927:contig00087"
"contig00088","True","K00927","0.6968641114982579","K00927:contig00088"
"contig00089","True","K00927","0.6968641114982579","K00927:contig00089"
"contig00090","True","K00927","0.6968641114982579","K00927:contig00090"
"contig00091","True","K00927","0.6968641114982579","K00927:contig00091"
"contig00092","True","K00927","0.6968641114982579","K00927:contig00092"
"contig00093","True","K00927","0.6968641114982579","K00927:contig00093"
"contig00094","True","K00927","0.6968641114982579","K00927:contig00094"
"contig00095","True","K00927","0.6968641114982579","K00927:contig00095"
"contig00096","True","K00927","0.6968641114982579","K00927:contig00096"
"contig00097","True","K00927","0.6968641114982579","K00927:contig00097"
"contig00098","True","K00927","0.6968641114982579","K00927:contig00098"
"contig00099","True","K00927","0.6968641114982579","K00927:contig00099"
"contig00100","True","K00927","0.6968641114982579","K00927:contig00100"
"contig00101","True","K00927","0.6968641114982579","K00927:contig00101"
"contig00102","True","K00927","0.6968641114982579","K00927:contig00102"
"contig00103","True","K00927","0.6968641114982579","K00927:contig00103"
"contig00104","True","K00927","0.6968641114982579","K00927:contig00104"
"contig00105","True","K00927","0.6968641114982579","K00927:contig00105"
"contig00106","True","K00927","0.6968641114982579","K00927:contig00106"
"contig00107","True","K00927","0.6968641114982579","K00927:contig00107"
"contig00108","True","K00927","0.6968641114982579","K00927:contig00108"
"contig00109","True","K00927","0.6968641114982579","K00927:contig00109"
"contig00110","True","K00927","0.6968641114982579","K00927:contig00110"
"contig00111","True","K00927","0.6968641114982579","K00927:contig00111"
"contig00112","True","K00927","0.6968641114982579","K00927:contig00112"
"contig00113","True","K00927","0.6968641114982579","K00927:contig00113"
"contig00114","True","K00927","0.6968641114982579","K00927:contig00114"
"contig00115","True","K00927","0.6968641114982579","K00927:contig00115"
"contig00116","True","K00927","0.6968641114982579","K00927:contig00116"
"contig00117","True","K00927","0.6968641114982579","K00927:contig00117"
"contig00118","True","K00927","0.6968641114982579","K00927:contig00118"
"contig00119","True","K00927","0.686411149825784","K00927:contig00119"
"contig00120","True","K00927","0.6968641114982579","K00927:contig00120"
"contig00121","True","K00927","0.6968641114982579","K00927:contig00121"
"contig00122","True","K00927","0.7909407665505227","K00927:contig00122"
"contig00123","True","K00927","0.6968641114982579","K00927:contig00123"
"contig00124","True","K00927","0.6968641114982579","K00927:contig00124"
"contig00125","True","K00927","0.6968641114982579","K00927:contig00125"
"contig00126","True","K00927","0.7073170731707317","K00927:contig00126"
"contig00127","True","K00927","0.6968641114982579","K00927:contig00127"
"contig00128","True","K00927","0.6968641114982579","K00927:contig00128"
"contig00129","True","K00927","0.6968641114982579","K00927:contig00129"
"contig00130","True","K00927","0.6968641114982579","K00927:contig00130"
"contig00131","True","K00927","0.6968641114982579","K00927:contig00131"
"contig00132","True","K00927","0.6968641114982579","K00927:contig00132"
"contig00133","True","K00927","0.6968641114982579","K00927:contig00133"
"contig00134","True","K00927","0.6968641114982579","K00927:contig00134"
"contig00135","True","K00927","0.6968641114982579","K00927:contig00135"
"contig00136","True","K00927","0.6968641114982579","K00927:contig00136"
"contig00137","True","K00927","0.6968641114982579","K00927:contig00137"
"contig00138","True","K00927","0.6968641114982579","K00927:contig00138"
"contig00139","True","K00927","0.6968641114982579","K00927:contig00139"
"contig00140","True","K00927","0.6968641114982579","K00927:contig00140"
"contig00141","True","K00927","0.6968641114982579","K00927:contig00141"
"contig00142","True","K00927","0.6968641114982579","K00927:contig00142"
"contig00143","True","K00927","0.6968641114982579","K00927:contig00143"
"contig00144","True","K00927","0.6968641114982579","K00927:contig00144"
"contig00145","True","K00927","0.6968641114982579","K00927:contig00145"
"contig00146","True","K00927","0.6968641114982579","K00927:contig00146"
"contig00147","True","K00927","0.6968641114982579","K00927:contig00147"
"contig00148","True","K00927","0.6968641114982579","K00927:contig00148"
"contig00149","True","K00927","0.6968641114982579","K00927:contig00149"
"contig00150","True","K00927","0.6968641114982579","K00927:contig00150"
"contig00151","True","K00927","0.686411149825784","K00927:contig00151"
"contig00152","True","K00927","0.6968641114982579","K00927:contig00152"
"contig00153","True","K00927","0.6968641114982579","K00927:contig00153"
"contig00154","True","K00927","0.6968641114982579","K00927:contig00154"
"contig00155","True","K00927","0.6968641114982579","K00927:contig00155"
"contig00156","True","K00927","0.6968641114982579","K00927:contig00156"
"contig00157","True","K00927","0.6968641114982579","K00927:contig00157"
"contig00158","True","K00927","0.6968641114982579","K00927:contig00158"
"contig00159","True","K00927","0.6968641114982579","K00927:contig00159"
"contig00160","True","K00927","0.6968641114982579","K00927:contig00160"
"contig00161","True","K00927","0.6968641114982579","K00927:contig00161"
"contig00162","True","K00927","0.6968641114982579","K00927:contig00162"
"contig00163","True","K00927","0.6968641114982579","K00927:contig00163"
"contig00164","True","K00927","0.6968641114982579","K00927:contig00164"
"contig00165","True","K00927","0.7282229965156795","K00927:contig00165"
"contig00166","True","K00927","0.6968641114982579","K00927:contig00166"
"contig00167","True","K00927","0.6968641114982579","K00927:contig00167"
"contig00168","True","K00927","0.6968641114982579","K00927:contig00168"
"contig00169","True","K00927","0.6968641114982579","K00927:contig00169"
"contig00170","True","K00927","0.6968641114982579","K00927:contig00170"
"contig00171","True","K00927","0.6968641114982579","K00927:contig00171"
"contig00172","True","K00927","0.6968641114982579","K00927:contig00172"
"contig00173","True","K00927","0.6968641114982579","K00927:contig00173"
"contig00174","True","K00927","0.6968641114982579","K00927:contig00174"
"contig00175","True","K00927","0.6968641114982579","K00927:contig00175"
"contig00176","True","K00927","0.6968641114982579","K00927:contig00176"
"contig00177","True","K00927","0.7909407665505227","K00927:contig00177"
"contig00178","True","K00927","0.6968641114982579","K00927:contig00178"
"contig00179","True","K00927","0.6968641114982579","K00927:contig00179"
"contig00180","True","K00927","0.6968641114982579","K00927:contig00180"
"contig00181","True","K00927","0.6968641114982579","K00927:contig00181"
"contig00182","True","K00927","0.6968641114982579","K00927:contig00182"
"contig00183","True","K00927","0.6968641114982579","K00927:contig00183"
"contig00184","True","K00927","0.6968641114982579","K00927:contig00184"
"contig00185","True","K00927","0.7909407665505227","K00927:contig00185"
"contig00186","True","K00927","0.6968641114982579","K00927:contig00186"
"contig00187","True","K00927","0.6968641114982579","K00927:contig00187"
"contig00188","True","K00927","0.6968641114982579","K00927:contig00188"
"contig00189","True","K00927","0.6968641114982579","K00927:contig00189"
"contig00190","True","K00927","0.6968641114982579","K00927:contig00190"
"contig00191","True","K00927","0.6968641114982579","K00927:contig00191"
"contig00192","True","K00927","0.6968641114982579","K00927:contig00192"
"contig00193","True","K00927","0.6968641114982579","K00927:contig00193"
"contig00194","True","K00927","0.6968641114982579","K00927:contig00194"
"contig00195","True","K00927","0.6968641114982579","K00927:contig00195"
"contig00196","True","K00927","0.6968641114982579","K00927:contig00196"
"contig00197","True","K00927","0.6968641114982579","K00927:contig00197"
"contig00198","True","K00927","0.6968641114982579","K00927:contig00198"
"contig00199","True","K00927","0.6968641114982579","K00927:contig00199"
"contig00200","True","K00927","0.6968641114982579","K00927:contig00200"
"contig00201","True","K00927","0.6968641114982579","K00927:contig00201"
"contig00202","True","K00927","0.6968641114982579","K00927:contig00202"
"contig00203","True","K00927","0.686411149825784","K00927:contig00203"
"contig00204","True","K00927","0.7073170731707317","K00927:contig00204"
"contig00205","True","K00927","0.6968641114982579","K00927:contig00205"
"contig00206","True","K00927","0.6968641114982579","K00927:contig00206"
"contig00207","True","K00927","0.6968641114982579","K00927:contig00207"
"contig00208","True","K00927","0.6968641114982579","K00927:contig00208"
"contig00209","True","K00927","0.6968641114982579","K00927:contig00209"
"contig00210","True","K00927","0.6968641114982579","K00927:contig00210"
"contig00211","True","K00927","0.6968641114982579","K00927:contig00211"
"contig00212","True","K00927","0.6968641114982579","K00927:contig00212"
"contig00213","True","K00927","0.6968641114982579","K00927:contig00213"
"contig00214","True","K00927","0.6968641114982579","K00927:contig00214"
"contig00215","True","K00927","0.6968641114982579","K00927:contig00215"
"contig00216","True","K00927","0.6968641114982579","K00927:contig00216"
"contig00217","True","K00927","0.6968641114982579","K00927:contig00217"
"contig00218","True","K00927","0.6968641114982579","K00927:contig00218"
"contig00219","True","K00927","0.6968641114982579","K00927:contig00219"
"contig00220","True","K00927","0.710801393728223","K00927:contig00220"
"contig00221","True","K00927","0.6968641114982579","K00927:contig00221"
"contig00222","True","K00927","0.6968641114982579","K00927:contig00222"
"contig00223","True","K00927","0.6968641114982579","K00927:contig00223"
"contig00224","True","K00927","0.6968641114982579","K00927:contig00224"
"contig00225","True","K00927","0.6968641114982579","K00927:contig00225"
"contig00226","True","K00927","0.6968641114982579","K00927:contig00226"
"contig00227","True","K00927","0.6968641114982579","K00927:contig00227"
"contig00228","True","K00927","0.5226480836236934","K00927:contig00228"
"contig00229","True","K00927","0.5226480836236934","K00927:contig00229"
"contig00230","True","K00927","0.6968641114982579","K00927:contig00230"
"contig00231","True","K00927","0.6968641114982579","K00927:contig00231"
"contig00232","True","K00927","0.6968641114982579","K00927:contig00232"
"contig00233","True","K00927","0.6968641114982579","K00927:contig00233"
"contig00234","True","K00927","0.6968641114982579","K00927:contig00234"
"contig00235","True","K00927","0.6968641114982579","K00927:contig00235"
"contig00236","True","K00927","0.6968641114982579","K00927:contig00236"
"contig00237","True","K00927","0.6968641114982579","K00927:contig00237"
"contig00238","True","K00927","0.6968641114982579","K00927:contig00238"
"contig00239","True","K00927","0.686411149825784","K00927:contig00239"
"contig00240","True","K00927","0.47038327526132406","K00927:contig00240"
"contig00241","True","K00927","0.6968641114982579","K00927:contig00241"
"contig00242","True","K00927","0.6968641114982579","K00927:contig00242"
"contig00243","True","K00927","0.36585365853658536","K00927:contig00243"
"contig00244","True","K00927","0.5749128919860628","K00927:contig00244"
"contig00245","True","K00927","0.6968641114982579","K00927:contig00245"
"contig00246","True","K00927","0.6968641114982579","K00927:contig00246"
"contig00247","True","K00927","0.6968641114982579","K00927:contig00247"
"contig00248","True","K00927","0.6968641114982579","K00927:contig00248"
"contig00249","False","K00927","0.6341463414634146","K00927:contig00249"
"contig00250","True","K00927","0.6167247386759582","K00927:contig00250"
"contig00252","True","K00927","0.6968641114982579","K00927:contig00252"
"contig00253","False","K00927","0.6550522648083623","K00927:contig00253"
"contig00256","True","K00927","0.6968641114982579","K00927:contig00256"
"contig00259","False","K00927","0.6655052264808362","K00927:contig00259"
"contig00260","True","K00927","0.6968641114982579","K00927:contig00260"
"contig00261","True","K00927","0.6689895470383276","K00927:contig00261"
"contig00262","True","K00927","0.6968641114982579","K00927:contig00262"
"contig00263","True","K00927","0.6968641114982579","K00927:contig00263"
"contig00264","True","K00927","0.6968641114982579","K00927:contig00264"
"contig00266","False","K00927","0.6759581881533101","K00927:contig00266"
"contig00268","True","K00927","0.4912891986062718","K00927:contig00268"
"contig00270","True","K00927","0.6968641114982579","K00927:contig00270"
"contig00271","True","K00927","0.6968641114982579","K00927:contig00271"
"contig00272","False","K00927","0.3832752613240418","K00927:contig00272"
"contig00273","True","K00927","0.6968641114982579","K00927:contig00273"
"contig00276","True","K00927","0.6968641114982579","K00927:contig00276"
"contig00278","False","K00927","0.46689895470383275","K00927:contig00278"
"contig00279","True","K00927","0.6968641114982579","K00927:contig00279"
"contig00282","True","K00927","0.6968641114982579","K00927:contig00282"
"contig00294","True","K00927","0.6968641114982579","K00927:contig00294"
"contig00297","True","K00927","0.6759581881533101","K00927:contig00297"
"contig00299","True","K00927","0.5853658536585366","K00927:contig00299"
"contig00304","True","K00927","0.6968641114982579","K00927:contig00304"
"contig00305","True","K00927","0.6968641114982579","K00927:contig00305"
"contig00306","True","K00927","0.6968641114982579","K00927:contig00306"
"contig00308","True","K00927","0.6968641114982579","K00927:contig00308"
"contig00311","True","K00927","0.6968641114982579","K00927:contig00311"
"contig00312","True","K00927","0.6968641114982579","K00927:contig00312"
"contig00313","True","K00927","0.686411149825784","K00927:contig00313"
"contig00314","True","K00927","0.6968641114982579","K00927:contig00314"
"contig00315","True","K00927","0.6968641114982579","K00927:contig00315"
"contig00317","True","K00927","0.7282229965156795","K00927:contig00317"
"contig00318","True","K00927","0.6968641114982579","K00927:contig00318"
"contig00319","True","K00927","0.6968641114982579","K00927:contig00319"
"contig00321","True","K00927","0.6968641114982579","K00927:contig00321"
"contig00323","True","K00927","0.6968641114982579","K00927:contig00323"
"contig00324","True","K00927","0.6968641114982579","K00927:contig00324"
"contig00325","True","K00927","0.6968641114982579","K00927:contig00325"
"contig00330","True","K00927","0.6968641114982579","K00927:contig00330"
"contig00336","True","K00927","0.37630662020905925","K00927:contig00336"
"contig00340","True","K00927","0.6968641114982579","K00927:contig00340"
"contig00341","True","K00927","0.6968641114982579","K00927:contig00341"
"contig00344","True","K00927","0.6968641114982579","K00927:contig00344"
"contig00351","True","K00927","0.36585365853658536","K00927:contig00351"
"contig00353","True","K00927","0.6968641114982579","K00927:contig00353"
"contig00358","True","K00927","0.6968641114982579","K00927:contig00358"
"contig00360","True","K00927","0.6968641114982579","K00927:contig00360"
"contig00361","True","K00927","0.6968641114982579","K00927:contig00361"
"contig00365","True","K00927","0.36585365853658536","K00927:contig00365"
"contig00374","True","K00927","0.6968641114982579","K00927:contig00374"
"contig00378","True","K00927","0.7386759581881533","K00927:contig00378"
"contig00382","True","K00927","0.6968641114982579","K00927:contig00382"
"contig00389","True","K00927","0.6968641114982579","K00927:contig00389"
"contig00399","True","K00927","0.6968641114982579","K00927:contig00399"
"contig00400","True","K00927","0.6968641114982579","K00927:contig00400"
"contig00403","True","K00927","0.6968641114982579","K00927:contig00403"
"contig00405","True","K00927","0.6968641114982579","K00927:contig00405"
"contig00411","True","K00927","0.6968641114982579","K00927:contig00411"
"contig00417","True","K00927","0.6376306620209059","K00927:contig00417"
"contig00419","True","K00927","0.6968641114982579","K00927:contig00419"
"contig00421","True","K00927","0.6968641114982579","K00927:contig00421"
"contig00424","True","K00927","0.627177700348432","K00927:contig00424"
"contig00426","True","K00927","0.6968641114982579","K00927:contig00426"
"contig00428","True","K00927","0.5121951219512195","K00927:contig00428"
"contig00433","True","K00927","0.6968641114982579","K00927:contig00433"
"contig00440","True","K00927","0.4808362369337979","K00927:contig00440"
"contig00445","True","K00927","0.6968641114982579","K00927:contig00445"
"contig00447","True","K00927","0.6968641114982579","K00927:contig00447"
"contig00454","True","K00927","0.6167247386759582","K00927:contig00454"
"contig00456","True","K00927","0.6968641114982579","K00927:contig00456"
"contig00457","True","K00927","0.4250871080139373","K00927:contig00457"
"contig00460","True","K00927","0.42857142857142855","K00927:contig00460"
"contig00477","True","K00927","0.6968641114982579","K00927:contig00477"
"contig00478","True","K00927","0.6968641114982579","K00927:contig00478"
"contig00479","False","K00927","0.3832752613240418","K00927:contig00479"
"contig00482","False","K00927","0.49825783972125437","K00927:contig00482"
"contig00484","True","K00927","0.43902439024390244","K00927:contig00484"
"contig00492","True","K00927","0.6968641114982579","K00927:contig00492"
"contig00497","True","K00927","0.6968641114982579","K00927:contig00497"
"contig00500","False","K00927","0.6445993031358885","K00927:contig00500"
"contig00502","True","K00927","0.6968641114982579","K00927:contig00502"
"contig00503","True","K00927","0.627177700348432","K00927:contig00503"
"contig00509","True","K00927","0.6968641114982579","K00927:contig00509"
"contig00510","True","K00927","0.6968641114982579","K00927:contig00510"
"contig00514","True","K00927","0.6968641114982579","K00927:contig00514"
"contig00523","True","K00927","0.6968641114982579","K00927:contig00523"
"contig00526","True","K00927","0.6968641114982579","K00927:contig00526"
"contig00531","True","K00927","0.6968641114982579","K00927:contig00531"
"contig00532","True","K00927","0.554006968641115","K00927:contig00532"
"contig00536","True","K00927","0.6689895470383276","K00927:contig00536"
"contig00537","True","K00927","0.6968641114982579","K00927:contig00537"
"contig00541","True","K00927","0.6968641114982579","K00927:contig00541"
"contig00548","True","K00927","0.6968641114982579","K00927:contig00548"
"contig00552","False","K00927","0.6132404181184669","K00927:contig00552"
"contig00554","True","K00927","0.6968641114982579","K00927:contig00554"
"contig00555","True","K00927","0.6968641114982579","K00927:contig00555"
"contig00556","True","K00927","0.4808362369337979","K00927:contig00556"
"contig00567","True","K00927","0.5226480836236934","K00927:contig00567"
"contig00568","True","K00927","0.6968641114982579","K00927:contig00568"
"contig00576","False","K00927","0.5923344947735192","K00927:contig00576"
"contig00580","True","K00927","0.6968641114982579","K00927:contig00580"
"contig00592","True","K00927","0.397212543554007","K00927:contig00592"
"contig00600","False","K00927","0.5087108013937283","K00927:contig00600"
"contig00603","True","K00927","0.6968641114982579","K00927:contig00603"
"contig00617","True","K00927","0.6968641114982579","K00927:contig00617"
"contig00625","True","K00927","0.45993031358885017","K00927:contig00625"
"contig00628","False","K00927","0.519163763066202","K00927:contig00628"
"contig00630","True","K00927","0.6968641114982579","K00927:contig00630"
"contig00632","True","K00927","0.6968641114982579","K00927:contig00632"
"contig00634","True","K00927","0.45993031358885017","K00927:contig00634"
"contig00638","True","K00927","0.6968641114982579","K00927:contig00638"
"contig00640","True","K00927","0.5017421602787456","K00927:contig00640"
"contig00641","True","K00927","0.6968641114982579","K00927:contig00641"
"contig00656","False","K00927","0.3832752613240418","K00927:contig00656"
"contig00662","True","K00927","0.45993031358885017","K00927:contig00662"
"contig00672","True","K00927","0.6794425087108014","K00927:contig00672"
"contig00673","True","K00927","0.6968641114982579","K00927:contig00673"
"contig00678","True","K00927","0.6585365853658537","K00927:contig00678"
"contig00689","True","K00927","0.6968641114982579","K00927:contig00689"
"contig00703","True","K00927","0.6968641114982579","K00927:contig00703"
"contig00709","False","K00927","0.4355400696864111","K00927:contig00709"
"contig00710","True","K00927","0.6585365853658537","K00927:contig00710"
"contig00715","False","K00927","0.6341463414634146","K00927:contig00715"
"contig00718","True","K00927","0.6376306620209059","K00927:contig00718"
"contig00736","False","K00927","0.519163763066202","K00927:contig00736"
"contig00737","True","K00927","0.6968641114982579","K00927:contig00737"
"contig00750","False","K00927","0.6132404181184669","K00927:contig00750"
"contig00758","True","K00927","0.6376306620209059","K00927:contig00758"
"contig00759","False","K00927","0.6132404181184669","K00927:contig00759"
"contig00761","False","K00927","0.5923344947735192","K00927:contig00761"
"contig00783","False","K00927","0.6480836236933798","K00927:contig00783"
"contig00806","False","K00927","0.39372822299651566","K00927:contig00806"
"contig00865","True","K00927","0.5017421602787456","K00927:contig00865"
"contig00869","True","K00927","0.44947735191637633","K00927:contig00869"
"contig00887","False","K00927","0.47038327526132406","K00927:contig00887"
"contig00892","False","K00927","0.44947735191637633","K00927:contig00892"
"contig00901","False","K00927","0.3623693379790941","K00927:contig00901"
"contig00903","False","K00927","0.42857142857142855","K00927:contig00903"
"contig00904","True","K00927","0.4181184668989547","K00927:contig00904"
"contig00906","False","K00927","0.4181184668989547","K00927:contig00906"
"contig00921","False","K00927","0.3832752613240418","K00927:contig00921"
"contig00001","True","K02316","0.7434944237918215","K02316:contig00001"
"contig00002","True","K02316","0.7434944237918215","K02316:contig00002"
"contig00003","True","K02316","0.7992565055762082","K02316:contig00003"
"contig00004","True","K02316","0.7434944237918215","K02316:contig00004"
"contig00005","True","K02316","0.7992565055762082","K02316:contig00005"
"contig00006","True","K02316","0.7657992565055762","K02316:contig00006"
"contig00007","True","K02316","0.7434944237918215","K02316:contig00007"
"contig00008","True","K02316","0.7434944237918215","K02316:contig00008"
"contig00009","True","K02316","0.7434944237918215","K02316:contig00009"
"contig00010","True","K02316","0.7434944237918215","K02316:contig00010"
"contig00011","True","K02316","0.7434944237918215","K02316:contig00011"
"contig00012","True","K02316","0.7546468401486989","K02316:contig00012"
"contig00013","True","K02316","0.7434944237918215","K02316:contig00013"
"contig00014","True","K02316","0.7434944237918215","K02316:contig00014"
"contig00015","True","K02316","0.7546468401486989","K02316:contig00015"
"contig00016","True","K02316","0.7434944237918215","K02316:contig00016"
"contig00017","True","K02316","0.7434944237918215","K02316:contig00017"
"contig00018","True","K02316","0.7434944237918215","K02316:contig00018"
"contig00019","True","K02316","0.7434944237918215","K02316:contig00019"
"contig00020","True","K02316","0.7434944237918215","K02316:contig00020"
"contig00021","True","K02316","0.7434944237918215","K02316:contig00021"
"contig00022","True","K02316","0.7434944237918215","K02316:contig00022"
"contig00023","True","K02316","0.7434944237918215","K02316:contig00023"
"contig00024","True","K02316","0.7434944237918215","K02316:contig00024"
"contig00025","True","K02316","0.7434944237918215","K02316:contig00025"
"contig00026","True","K02316","0.7434944237918215","K02316:contig00026"
"contig00027","True","K02316","0.7434944237918215","K02316:contig00027"
"contig00028","True","K02316","0.7434944237918215","K02316:contig00028"
"contig00029","True","K02316","0.7434944237918215","K02316:contig00029"
"contig00030","True","K02316","0.7434944237918215","K02316:contig00030"
"contig00031","True","K02316","0.7434944237918215","K02316:contig00031"
"contig00032","True","K02316","0.7546468401486989","K02316:contig00032"
"contig00033","True","K02316","0.7434944237918215","K02316:contig00033"
"contig00034","True","K02316","0.7434944237918215","K02316:contig00034"
"contig00035","True","K02316","0.7434944237918215","K02316:contig00035"
"contig00036","True","K02316","0.7434944237918215","K02316:contig00036"
"contig00037","True","K02316","0.7434944237918215","K02316:contig00037"
"contig00038","True","K02316","0.7434944237918215","K02316:contig00038"
"contig00039","True","K02316","0.7434944237918215","K02316:contig00039"
"contig00040","True","K02316","0.7434944237918215","K02316:contig00040"
"contig00041","True","K02316","0.7434944237918215","K02316:contig00041"
"contig00044","True","K02316","0.7434944237918215","K02316:contig00044"
"contig00046","True","K02316","0.7546468401486989","K02316:contig00046"
"contig00049","True","K02316","0.7434944237918215","K02316:contig00049"
"contig00050","True","K02316","0.7434944237918215","K02316:contig00050"
"contig00051","True","K02316","0.7434944237918215","K02316:contig00051"
"contig00052","True","K02316","0.7546468401486989","K02316:contig00052"
"contig00053","True","K02316","0.7434944237918215","K02316:contig00053"
"contig00054","True","K02316","0.7434944237918215","K02316:contig00054"
"contig00055","True","K02316","0.7546468401486989","K02316:contig00055"
"contig00056","True","K02316","0.7992565055762082","K02316:contig00056"
"contig00057","True","K02316","0.7546468401486989","K02316:contig00057"
"contig00058","True","K02316","0.7434944237918215","K02316:contig00058"
"contig00059","True","K02316","0.7546468401486989","K02316:contig00059"
"contig00060","True","K02316","0.7434944237918215","K02316:contig00060"
"contig00061","True","K02316","0.7546468401486989","K02316:contig00061"
"contig00062","True","K02316","0.7434944237918215","K02316:contig00062"
"contig00063","True","K02316","0.7434944237918215","K02316:contig00063"
"contig00064","True","K02316","0.7434944237918215","K02316:contig00064"
"contig00065","True","K02316","0.7434944237918215","K02316:contig00065"
